CNAME,LENGTH,WEIGHT
California Roach,39,1
California Roach,33,1
California Roach,31,1
California Roach,50,1
California Roach,34,1
California Roach,37,1
California Roach,66,3
California Roach,52,1
California Roach,38,1
California Roach,60,2
California Roach,40,1
California Roach,36,1
California Roach,63,3
California Roach,47,1
California Roach,43,1
California Roach,59,3
California Roach,86,8
California Roach,48,1
California Roach,37,1
California Roach,41,1
California Roach,51,2
California Roach,43,1
California Roach,30,1
California Roach,35,1
California Roach,63,4
California Roach,40,1
California Roach,36,1
California Roach,34,1
California Roach,65,4
California Roach,85,8
California Roach,33,1
California Roach,30,1
California Roach,32,1
California Roach,55,2
California Roach,55,2
California Roach,50,1
California Roach,55,2
California Roach,50,2
California Roach,43,1
California Roach,31,1
California Roach,41,1
California Roach,35,1
California Roach,30,1
California Roach,55,2
California Roach,32,1
Rainbow Trout,158,0
Rainbow Trout,217,0
Rainbow Trout,152,0
Rainbow Trout,165,0
Rainbow Trout,137,0
Rainbow Trout,210,0
Rainbow Trout,135,0
Rainbow Trout,127,0
Rainbow Trout,139,0
Rainbow Trout,115,0
Rainbow Trout,140,0
Rainbow Trout,143,0
Rainbow Trout,38,0
Rainbow Trout,40,0
Rainbow Trout,35,0
Rainbow Trout,36,0
Rainbow Trout,33,0
Rainbow Trout,35,0
Rainbow Trout,30,0
Rainbow Trout,41,0
Rainbow Trout,150,0
Rainbow Trout,161,0
Rainbow Trout,135,0
Rainbow Trout,154,0
Rainbow Trout,149,0
Rainbow Trout,35,0
Rainbow Trout,39,0
Rainbow Trout,34,0
Rainbow Trout,28,0
Brown Trout,211,0
Brown Trout,169,0
Brown Trout,120,0
Brown Trout,150,0
Rainbow Trout,36,1
Rainbow Trout,122,20
Rainbow Trout,126,25
Rainbow Trout,130,26
Rainbow Trout,119,20
Rainbow Trout,112,17
Rainbow Trout,153,38
Rainbow Trout,120,21
Rainbow Trout,100,12
Rainbow Trout,97,10
Rainbow Trout,107,13
Rainbow Trout,163,0
Rainbow Trout,115,17
Rainbow Trout,115,0
Rainbow Trout,99,11
Rainbow Trout,184,75
Rainbow Trout,147,32
Rainbow Trout,112,17
Rainbow Trout,110,17
Rainbow Trout,90,9
Rainbow Trout,102,11
Rainbow Trout,93,9
Rainbow Trout,121,23
Rainbow Trout,131,30
Rainbow Trout,104,13
Rainbow Trout,95,9
Rainbow Trout,120,20
Rainbow Trout,102,13
Rainbow Trout,91,9
Rainbow Trout,155,0
Rainbow Trout,104,0
Rainbow Trout,120,0
Rainbow Trout,105,0
Rainbow Trout,98,0
Rainbow Trout,94,0
Rainbow Trout,110,0
Rainbow Trout,203,90
Rainbow Trout,102,12
Rainbow Trout,120,21
Rainbow Trout,100,14
Rainbow Trout,147,36
Rainbow Trout,101,12
Rainbow Trout,102,13
Rainbow Trout,160,45
Rainbow Trout,112,16
Rainbow Trout,88,8
Rainbow Trout,183,70
Rainbow Trout,171,65
Rainbow Trout,104,14
Rainbow Trout,155,38
Rainbow Trout,100,11
Rainbow Trout,80,7
Rainbow Trout,124,23
Rainbow Trout,100,11
Rainbow Trout,122,18
Rainbow Trout,119,19
Bluegill,108,30
Rainbow Trout,125,0
Rainbow Trout,140,0
Rainbow Trout,122,0
Rainbow Trout,120,0
Rainbow Trout,34,0
Rainbow Trout,124,0
Rainbow Trout,90,0
Rainbow Trout,40,0
Rainbow Trout,92,0
Rainbow Trout,93,0
Rainbow Trout,150,0
Rainbow Trout,85,0
Rainbow Trout,130,0
Rainbow Trout,97,0
Rainbow Trout,120,0
Rainbow Trout,109,0
Rainbow Trout,98,0
Rainbow Trout,95,0
Rainbow Trout,95,0
Rainbow Trout,160,0
Rainbow Trout,123,0
Rainbow Trout,136,0
Rainbow Trout,108,0
Rainbow Trout,103,0
Rainbow Trout,103,0
Rainbow Trout,125,0
Rainbow Trout,90,0
Rainbow Trout,140,0
Rainbow Trout,120,0
Rainbow Trout,110,0
Rainbow Trout,89,0
Rainbow Trout,90,0
California Roach,60,3
California Roach,43,2
California Roach,52,2
California Roach,60,4
California Roach,55,0
California Roach,62,3
California Roach,46,2
California Roach,60,3
California Roach,65,3
California Roach,52,2
California Roach,55,2
California Roach,51,2
California Roach,67,3
California Roach,53,2
California Roach,55,2
California Roach,57,2
California Roach,70,4
California Roach,49,1
California Roach,65,3
California Roach,55,2
California Roach,50,2
Green Sunfish,106,28
Green Sunfish,80,12
Green Sunfish,87,16
Green Sunfish,72,7
Green Sunfish,71,7
Green Sunfish,75,9
Green Sunfish,66,6
Green Sunfish,85,14
Green Sunfish,86,0
Green Sunfish,73,7
Green Sunfish,68,7
Green Sunfish,58,4
Green Sunfish,75,9
Green Sunfish,65,5
Green Sunfish,95,18
Green Sunfish,66,6
Green Sunfish,88,15
Green Sunfish,57,3
Green Sunfish,77,10
Green Sunfish,95,18
Green Sunfish,93,18
Green Sunfish,55,4
Green Sunfish,107,27
Green Sunfish,92,17
Green Sunfish,69,7
Green Sunfish,95,19
Green Sunfish,60,4
Green Sunfish,60,4
Green Sunfish,85,12
Green Sunfish,83,13
Green Sunfish,91,17
Green Sunfish,90,16
Green Sunfish,80,11
Green Sunfish,85,13
Green Sunfish,83,12
Green Sunfish,75,9
Green Sunfish,73,7
Green Sunfish,93,18
Green Sunfish,73,9
Green Sunfish,84,14
Green Sunfish,95,18
Green Sunfish,60,4
Green Sunfish,70,7
Green Sunfish,87,12
California Roach,56,2
California Roach,25,1
California Roach,60,3
California Roach,60,3
California Roach,63,3
California Roach,46,1
California Roach,61,3
California Roach,55,2
Sacramento Sucker,105,15
Green Sunfish,88,13
Green Sunfish,101,25
Green Sunfish,90,17
Green Sunfish,74,8
Green Sunfish,68,7
Green Sunfish,101,23
Green Sunfish,70,8
Green Sunfish,83,12
Green Sunfish,72,8
Green Sunfish,98,18
Green Sunfish,85,13
Green Sunfish,80,11
Green Sunfish,80,12
Green Sunfish,70,6
Green Sunfish,61,0
Green Sunfish,60,0
California Roach,61,3
California Roach,52,2
California Roach,55,2
California Roach,60,3
California Roach,63,3
California Roach,70,5
California Roach,90,10
California Roach,88,9
California Roach,67,4
California Roach,94,11
California Roach,80,8
California Roach,91,9
California Roach,73,6
California Roach,40,2
California Roach,102,15
California Roach,45,2
California Roach,79,6
California Roach,85,9
California Roach,50,2
California Roach,53,2
California Roach,79,7
California Roach,75,5
California Roach,47,2
California Roach,101,15
California Roach,74,5
California Roach,102,14
California Roach,85,8
California Roach,98,15
California Roach,65,4
California Roach,68,5
California Roach,70,5
California Roach,67,4
California Roach,73,6
California Roach,73,6
California Roach,73,5
California Roach,65,4
California Roach,72,5
California Roach,65,3
California Roach,70,5
Rainbow Trout,40,2
Rainbow Trout,175,65
Rainbow Trout,183,70
Rainbow Trout,45,1
Bluegill,72,8
Bluegill,82,12
Bluegill,75,0
Bluegill,73,8
Bluegill,67,7
Bluegill,73,10
Bluegill,78,10
Bluegill,88,14
Bluegill,66,6
Bluegill,53,3
Fathead Minnow,70,5
Fathead Minnow,53,2
Bluegill,65,6
Bluegill,65,5
California Roach,79,8
California Roach,90,10
California Roach,94,12
California Roach,66,4
California Roach,93,11
California Roach,75,6
California Roach,72,5
California Roach,62,5
California Roach,45,1
Rainbow Trout,45,2
Green Sunfish,85,14
Green Sunfish,100,23
Fathead Minnow,70,6
Rainbow Trout,47,1
Rainbow Trout,38,1
California Roach,51,1
California Roach,56,3
California Roach,40,1
California Roach,44,1
California Roach,55,2
California Roach,75,5
California Roach,60,2
California Roach,48,1
California Roach,43,1
California Roach,43,1
California Roach,72,5
California Roach,60,4
Green Sunfish,85,14
Green Sunfish,83,12
Bluegill,52,3
Rainbow Trout,280,265
Rainbow Trout,131,30
Rainbow Trout,165,50
Rainbow Trout,164,50
Rainbow Trout,150,30
Rainbow Trout,166,50
Brown Trout,340,410
Brown Trout,251,190
Brown Trout,253,190
Brown Trout,205,120
Brown Trout,198,100
Brown Trout,204,120
Brown Trout,182,85
Brown Trout,220,110
Brown Trout,209,110
Bluegill,52,0
Bluegill,52,0
Bluegill,46,0
Bluegill,43,0
Bluegill,46,0
Green Sunfish,116,0
Rainbow Trout,146,30
Brown Trout,244,150
Brown Trout,220,120
Bluegill,50,0
Bluegill,42,0
Bluegill,42,0
Bluegill,40,0
Bluegill,60,0
Bluegill,51,0
Bluegill,65,0
Bluegill,68,0
Bluegill,62,0
Bluegill,48,0
Brown Trout,216,125
Brown Trout,330,325
Brown Trout,355,470
Brown Trout,256,205
Brown Trout,220,115
Brown Trout,205,90
California Roach,52,0
California Roach,65,0
California Roach,72,0
California Roach,60,0
California Roach,55,0
California Roach,75,0
California Roach,74,0
California Roach,76,0
California Roach,70,0
California Roach,56,0
California Roach,55,0
Rainbow Trout,174,65
Rainbow Trout,200,90
Rainbow Trout,217,150
Rainbow Trout,250,170
Rainbow Trout,145,35
Rainbow Trout,213,105
Rainbow Trout,151,40
Rainbow Trout,171,60
Rainbow Trout,156,50
Rainbow Trout,190,85
Rainbow Trout,129,30
Bluegill,75,9
Bluegill,45,5
Bluegill,48,3
Bluegill,75,10
Bluegill,50,5
Bluegill,53,3
Bluegill,67,5
Bluegill,46,2
Bluegill,45,2
Bluegill,50,2
Bluegill,46,2
Green Sunfish,70,6
Green Sunfish,48,0
Green Sunfish,134,50
Green Sunfish,118,40
Green Sunfish,160,90
Green Sunfish,118,35
Green Sunfish,120,40
California Roach,53,0
California Roach,55,0
California Roach,67,0
California Roach,52,0
Rainbow Trout,139,35
Rainbow Trout,175,60
Bluegill,38,2
Bluegill,45,2
Bluegill,50,3
Bluegill,88,15
Green Sunfish,103,25
Green Sunfish,115,40
Green Sunfish,127,45
Rainbow Trout,130,30
Rainbow Trout,147,45
Green Sunfish,125,50
Green Sunfish,91,20
Green Sunfish,69,6
Green Sunfish,75,9
Bluegill,50,2
Bluegill,65,6
Bluegill,47,2
Bluegill,50,3
Bluegill,46,2
Bluegill,43,2
Rainbow Trout,139,0
Rainbow Trout,144,0
Rainbow Trout,122,0
Rainbow Trout,37,0
Rainbow Trout,183,0
Rainbow Trout,120,0
Rainbow Trout,39,0
Rainbow Trout,28,0
Rainbow Trout,105,0
Rainbow Trout,27,0
Rainbow Trout,30,0
Rainbow Trout,119,0
Rainbow Trout,100,0
Rainbow Trout,117,0
Rainbow Trout,120,0
Rainbow Trout,135,0
Rainbow Trout,41,0
Rainbow Trout,34,0
Rainbow Trout,40,0
Rainbow Trout,72,0
Rainbow Trout,80,0
Rainbow Trout,60,4
Rainbow Trout,207,0
Rainbow Trout,82,5
Rainbow Trout,54,0
Rainbow Trout,80,0
Rainbow Trout,132,24
Rainbow Trout,72,0
Rainbow Trout,74,0
Rainbow Trout,79,0
Rainbow Trout,71,0
Rainbow Trout,61,0
Rainbow Trout,86,0
Rainbow Trout,138,0
Rainbow Trout,57,0
Rainbow Trout,78,0
Rainbow Trout,88,0
Rainbow Trout,58,0
Rainbow Trout,78,0
Rainbow Trout,226,150
Rainbow Trout,62,0
Rainbow Trout,70,0
Rainbow Trout,62,0
Rainbow Trout,68,0
Rainbow Trout,78,0
Rainbow Trout,248,200
Rainbow Trout,88,0
Rainbow Trout,62,0
Rainbow Trout,73,0
Rainbow Trout,59,0
Rainbow Trout,78,5
Rainbow Trout,55,1
Rainbow Trout,78,5
Rainbow Trout,67,0
Rainbow Trout,59,2
Rainbow Trout,80,0
Rainbow Trout,75,5
Rainbow Trout,68,3
Rainbow Trout,76,4
Rainbow Trout,54,2
Rainbow Trout,58,2
Rainbow Trout,65,2
Rainbow Trout,65,0
Rainbow Trout,75,4
Rainbow Trout,51,0
Rainbow Trout,49,1
Rainbow Trout,74,4
Rainbow Trout,84,8
Rainbow Trout,151,37
Rainbow Trout,175,75
Rainbow Trout,84,5
Rainbow Trout,191,80
Rainbow Trout,278,250
Rainbow Trout,210,130
Rainbow Trout,70,4
Rainbow Trout,50,1
Rainbow Trout,155,28
Rainbow Trout,59,3
Rainbow Trout,41,1
Rainbow Trout,52,1
Rainbow Trout,258,210
Rainbow Trout,199,100
Rainbow Trout,65,3
Rainbow Trout,162,44
Rainbow Trout,180,75
Rainbow Trout,80,5
Rainbow Trout,200,120
Rainbow Trout,149,50
Rainbow Trout,145,36
Rainbow Trout,220,150
Rainbow Trout,223,125
Rainbow Trout,218,130
Rainbow Trout,144,40
Rainbow Trout,125,30
Rainbow Trout,210,113
Rainbow Trout,54,0
Rainbow Trout,54,2
Rainbow Trout,344,420
Rainbow Trout,242,160
Rainbow Trout,52,1
Rainbow Trout,55,0
Rainbow Trout,87,0
Rainbow Trout,65,0
Rainbow Trout,275,0
Rainbow Trout,204,91
Rainbow Trout,225,0
Rainbow Trout,75,0
Rainbow Trout,218,0
Rainbow Trout,65,0
Rainbow Trout,70,4
Rainbow Trout,57,2
Rainbow Trout,235,141
Rainbow Trout,64,0
Rainbow Trout,241,0
Rainbow Trout,169,0
Rainbow Trout,77,0
Rainbow Trout,80,0
Rainbow Trout,217,225
Rainbow Trout,220,0
Rainbow Trout,69,0
Rainbow Trout,51,0
Rainbow Trout,83,0
Rainbow Trout,67,0
Rainbow Trout,75,0
Rainbow Trout,78,0
Rainbow Trout,251,0
Rainbow Trout,155,0
Rainbow Trout,45,0
Rainbow Trout,70,0
Rainbow Trout,64,0
Rainbow Trout,197,0
Rainbow Trout,72,0
Rainbow Trout,58,0
Rainbow Trout,183,0
Rainbow Trout,74,0
Rainbow Trout,50,0
Rainbow Trout,52,0
Rainbow Trout,76,0
Rainbow Trout,68,0
Rainbow Trout,152,0
Rainbow Trout,50,0
Rainbow Trout,168,0
Rainbow Trout,69,0
Rainbow Trout,241,0
Rainbow Trout,55,0
Rainbow Trout,64,0
Rainbow Trout,70,0
Rainbow Trout,69,0
Rainbow Trout,69,0
Rainbow Trout,170,0
Rainbow Trout,69,0
Rainbow Trout,78,0
Rainbow Trout,59,0
Rainbow Trout,80,0
Rainbow Trout,40,0
Rainbow Trout,48,0
Rainbow Trout,69,0
Rainbow Trout,79,0
Rainbow Trout,55,0
Rainbow Trout,64,0
Rainbow Trout,209,0
Rainbow Trout,65,0
Rainbow Trout,62,0
Rainbow Trout,64,0
Rainbow Trout,93,0
Rainbow Trout,52,0
Rainbow Trout,70,0
Rainbow Trout,55,0
Rainbow Trout,65,0
Rainbow Trout,77,0
Rainbow Trout,49,0
Rainbow Trout,80,0
Rainbow Trout,88,0
Rainbow Trout,43,0
Rainbow Trout,86,0
Rainbow Trout,65,0
Rainbow Trout,54,0
Rainbow Trout,66,0
Rainbow Trout,59,0
Rainbow Trout,45,0
Rainbow Trout,54,0
Rainbow Trout,79,0
Rainbow Trout,228,0
Rainbow Trout,50,0
Rainbow Trout,72,0
Rainbow Trout,98,0
Rainbow Trout,155,0
Rainbow Trout,155,0
Rainbow Trout,128,0
Rainbow Trout,52,0
Rainbow Trout,43,0
Rainbow Trout,67,0
Rainbow Trout,76,0
Rainbow Trout,300,0
Rainbow Trout,57,0
Rainbow Trout,189,0
Rainbow Trout,79,0
Rainbow Trout,229,0
Rainbow Trout,172,0
Rainbow Trout,212,0
Rainbow Trout,67,0
Rainbow Trout,69,0
Rainbow Trout,143,0
Rainbow Trout,50,0
Brown Trout,187,90
Brown Trout,225,140
Brown Trout,163,65
Brown Trout,215,130
Brown Trout,175,60
Brown Trout,185,70
Brown Trout,191,90
Brown Trout,164,50
Brown Trout,98,9
Brown Trout,104,0
Brown Trout,107,0
Brown Trout,80,6
Brown Trout,220,134
Brown Trout,206,100
Brown Trout,174,60
Brown Trout,261,175
Brown Trout,260,220
Brown Trout,193,80
Brown Trout,175,66
Brown Trout,255,165
Brown Trout,191,85
Brown Trout,175,60
Brown Trout,206,100
Brown Trout,158,102
Brown Trout,244,180
Brown Trout,210,115
Brown Trout,95,10
Brown Trout,93,8
Brown Trout,220,140
Brown Trout,185,70
Brown Trout,91,7
Brown Trout,96,10
Brown Trout,192,95
Brown Trout,90,7
Brown Trout,55,2
Brown Trout,70,4
Brown Trout,245,175
Brown Trout,271,0
Brown Trout,267,230
Brown Trout,274,220
Brown Trout,220,125
Brown Trout,187,75
Brown Trout,86,7
Brown Trout,74,5
Brown Trout,168,0
Brown Trout,170,60
Brown Trout,201,90
Brown Trout,202,110
Brown Trout,96,10
Brown Trout,81,6
Brown Trout,188,75
Brown Trout,180,60
Brown Trout,102,12
Brown Trout,242,170
Brown Trout,168,0
Brown Trout,179,0
Brown Trout,192,0
Brown Trout,105,0
Brown Trout,206,0
Brown Trout,185,0
California Roach,80,0
California Roach,64,0
California Roach,44,0
California Roach,45,0
California Roach,46,0
California Roach,76,0
California Roach,55,0
California Roach,65,0
California Roach,63,0
California Roach,43,0
California Roach,46,0
California Roach,56,0
California Roach,69,0
California Roach,64,0
California Roach,62,0
California Roach,90,0
California Roach,103,0
California Roach,53,0
California Roach,70,0
California Roach,90,0
California Roach,82,0
California Roach,71,0
California Roach,56,0
California Roach,55,0
California Roach,56,0
California Roach,90,0
California Roach,62,0
California Roach,63,0
California Roach,75,0
California Roach,90,0
California Roach,59,0
California Roach,60,0
California Roach,95,0
California Roach,65,0
California Roach,60,0
California Roach,52,0
California Roach,90,0
California Roach,66,0
California Roach,65,0
California Roach,74,0
Sacramento Sucker,90,0
Sacramento Sucker,84,0
Sacramento Sucker,83,0
Sacramento Sucker,80,0
Sacramento Sucker,52,0
Sacramento Sucker,170,0
Sacramento Sucker,171,0
Sacramento Sucker,100,0
Sacramento Sucker,47,0
Sacramento Sucker,41,0
Sacramento Sucker,100,0
Sacramento Sucker,121,0
Sacramento Sucker,119,0
Sacramento Sucker,95,0
Sacramento Sucker,79,0
Sacramento Sucker,112,0
Sacramento Sucker,50,0
Sacramento Sucker,45,0
Sacramento Sucker,45,0
Sacramento Sucker,56,0
Sacramento Sucker,89,0
Sacramento Sucker,95,0
Sacramento Sucker,96,0
Sacramento Sucker,50,0
Sacramento Sucker,140,0
Sacramento Sucker,80,0
Sacramento Sucker,92,0
Sacramento Sucker,84,0
Sacramento Sucker,92,0
Sacramento Sucker,50,0
Sacramento Sucker,76,0
Sacramento Sucker,101,0
Sacramento Sucker,86,0
Sacramento Sucker,81,0
Sacramento Sucker,85,0
Sacramento Sucker,73,0
Sacramento Sucker,54,0
Sacramento Sucker,85,0
Sacramento Sucker,80,0
Sacramento Sucker,108,0
California Roach,64,0
California Roach,52,0
California Roach,55,0
California Roach,56,0
California Roach,60,0
California Roach,62,0
California Roach,95,0
California Roach,58,0
California Roach,86,0
California Roach,54,0
California Roach,62,0
California Roach,62,0
California Roach,70,0
California Roach,55,0
California Roach,52,0
California Roach,60,0
California Roach,54,0
California Roach,54,0
California Roach,77,0
California Roach,59,0
California Roach,55,0
California Roach,72,0
California Roach,73,0
California Roach,52,0
California Roach,62,0
California Roach,60,0
California Roach,81,0
California Roach,57,0
California Roach,61,0
California Roach,53,0
California Roach,39,0
California Roach,66,0
California Roach,55,0
California Roach,73,0
California Roach,75,0
California Roach,60,0
California Roach,75,0
California Roach,56,0
California Roach,62,0
California Roach,66,0
California Roach,62,0
California Roach,60,0
California Roach,49,0
California Roach,60,0
California Roach,51,0
California Roach,61,0
California Roach,54,0
California Roach,73,0
California Roach,58,0
California Roach,45,0
California Roach,68,0
California Roach,60,0
California Roach,63,0
California Roach,65,0
California Roach,58,0
California Roach,55,0
California Roach,65,0
California Roach,62,0
California Roach,65,0
California Roach,65,0
California Roach,70,0
California Roach,66,0
California Roach,64,0
California Roach,56,0
California Roach,75,0
California Roach,70,0
California Roach,51,0
California Roach,50,0
California Roach,62,0
California Roach,75,0
California Roach,57,0
California Roach,60,0
California Roach,71,0
California Roach,55,0
California Roach,66,0
California Roach,63,0
California Roach,62,0
California Roach,71,0
California Roach,62,0
California Roach,60,0
Sacramento Sucker,152,0
Sacramento Sucker,90,0
Sacramento Sucker,85,0
Sacramento Sucker,84,0
Sacramento Sucker,70,0
Sacramento Sucker,86,0
Sacramento Sucker,51,0
Sacramento Sucker,86,0
Sacramento Sucker,76,0
Sacramento Sucker,96,0
Sacramento Sucker,104,0
Sacramento Sucker,46,0
Sacramento Sucker,90,0
Sacramento Sucker,76,0
Sacramento Sucker,53,0
Sacramento Sucker,46,0
California Roach,63,0
California Roach,52,0
California Roach,55,0
California Roach,50,0
California Roach,60,0
California Roach,55,0
California Roach,45,0
California Roach,49,0
California Roach,44,0
California Roach,63,0
California Roach,40,0
California Roach,51,0
California Roach,62,0
California Roach,55,0
California Roach,42,0
California Roach,46,0
California Roach,65,0
California Roach,85,0
California Roach,45,0
California Roach,65,0
California Roach,65,0
California Roach,64,0
California Roach,57,0
California Roach,56,0
California Roach,42,0
California Roach,61,0
California Roach,58,0
California Roach,54,0
California Roach,57,0
California Roach,56,0
California Roach,56,0
California Roach,58,0
California Roach,55,0
California Roach,66,0
California Roach,55,0
California Roach,70,0
California Roach,51,0
California Roach,62,0
California Roach,61,0
California Roach,51,0
California Roach,57,0
California Roach,55,0
California Roach,60,0
California Roach,56,0
California Roach,54,0
California Roach,59,0
California Roach,58,0
California Roach,66,0
California Roach,62,0
California Roach,51,0
California Roach,55,0
California Roach,53,0
California Roach,61,0
California Roach,58,0
California Roach,59,0
California Roach,58,0
California Roach,57,0
California Roach,47,0
California Roach,50,0
California Roach,55,0
Sacramento Sucker,75,0
Sacramento Sucker,49,0
Sacramento Sucker,149,0
Sacramento Sucker,45,0
